nplv,DT,ПРОФИЛЬ,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863?:89,2070-11-02 14:09:00,Р65,43.0,44.033333299999995,21.35,44.033333299999995,3.8678377,0.47768999999999995,0.10547999999999999,0.079545,0.115445,0.0403457,1532.0,1577.0,11.302484399999999,14096.4871194,116.5,1.0,1.0,1.0,16.555,0.053,0.05,0.525,0.048,0.02,0.050275,0.14,0.125,0.18,5016.0,0.002,0.41100000000000003,0.337,0.11,0.7140000000000001,0.006999999999999999,0.011000000000000001,0.068,0.011000000000000001,0.022000000000000002,0.461,0.002,0.002,0.003,0.7759999999999999,0.0002,0.42,0.10800000000000001,0.784,0.006,0.012,0.068,0.012,0.017,0.573,0.004,0.037000000000000005,5.9,55.4,0.8,10.9,0.12,2.3,24.0,6.6,51.0,0.6,7.1,0.08,2.5,20.6
г683863?:8:,2070-11-02 15:02:00,Р65,42.0,41.55,18.3833333,41.55,3.6134677,0.44714,0.11134000000000001,0.11193550000000001,0.159815,0.0399396,1548.0,1577.0,10.13213,14027.923844100002,116.2,1.0,1.0,1.0,14.033,0.066,0.05,0.485,0.047,0.02,0.049769,0.193,0.17600000000000002,0.19,4298.0,0.002,0.431,0.331,0.099,0.693,0.006,0.009000000000000001,0.069,0.009000000000000001,0.02,0.434,0.001,0.002,0.004,0.7709999999999999,0.0004,0.42100000000000004,0.102,0.794,0.006,0.012,0.07,0.01,0.015,0.5770000000000001,0.003,0.037000000000000005,6.1,53.4,0.6,14.6,0.34,2.2,24.0,5.7,58.0,1.0,6.5,0.08,2.2,26.1
г683863?:8;,2070-11-02 16:02:00,Р65,26.0,42.8666667,18.3833333,42.8666667,2.5741049,0.48575100000000004,0.133022,0.158747,0.163626,0.0399974,1572.0,1575.0,12.349636,12960.6527652,115.0,1.0,1.0,1.0,17.437,0.165,0.05,0.527,0.038,0.02,0.049841,0.17800000000000002,0.252,0.22699999999999998,3971.0,0.002,0.4,0.313,0.10400000000000001,0.6409999999999999,0.006999999999999999,0.013000000000000001,0.071,0.008,0.022000000000000002,0.428,0.002,0.002,0.003,0.787,0.0003,0.419,0.10300000000000001,0.775,0.006,0.013000000000000001,0.071,0.008,0.013999999999999999,0.562,0.003,0.037000000000000005,4.9,50.2,0.6,18.2,0.33,2.0,24.7,5.0,46.9,0.9,11.0,0.09,2.3,20.6
г683863?:8<,2070-11-02 17:18:00,Р65,5.0,45.1833333,18.0166667,45.1833333,2.0,0.472067,0.122474,0.1572765,0.153319,0.0391267,1573.0,1579.0,10.6240502,12778.1683626,113.5,1.0,1.0,1.0,16.000999999999998,0.053,0.05,0.512,0.04,0.02,0.048756,0.163,0.25,0.209,3837.0,0.002,0.40399999999999997,0.319,0.113,0.647,0.006999999999999999,0.012,0.07200000000000001,0.008,0.023,0.435,0.002,0.002,0.003,0.778,0.0002,0.418,0.11199999999999999,0.789,0.006,0.013000000000000001,0.071,0.009000000000000001,0.016,0.562,0.003,0.037000000000000005,5.2,47.6,0.8,8.5,0.08,2.3,20.4,5.4,52.3,0.9,8.8,0.09,2.5,21.2
г683863?:8=,2070-11-02 18:13:00,Р65,5.0,44.8833333,13.333333300000001,44.8833333,2.614082,0.40997799999999995,0.097276,0.0503035,0.108537,0.0387784,1599.0,1575.0,12.662771000000001,12168.0,112.5,1.0,1.0,1.0,18.66,0.077,0.05,0.444,0.063,0.02,0.048322000000000004,0.14300000000000002,0.078,0.166,2704.0,0.002,0.444,0.34,0.105,0.732,0.005,0.01,0.067,0.012,0.021,0.46799999999999997,0.002,0.003,0.003,0.769,0.0001,0.41700000000000004,0.10400000000000001,0.779,0.005,0.012,0.067,0.012,0.013000000000000001,0.551,0.003,0.036000000000000004,5.3,57.8,0.7,14.6,0.13,2.7,21.7,5.5,57.7,1.0,8.7,0.1,2.3,25.6
г683863?:8?,2070-11-02 20:05:00,Р65,10.0,41.3666667,15.366666699999998,41.3666667,2.0,0.499283,0.123646,0.167076,0.162326,0.0402582,1605.0,1584.0,8.7433794,11975.2711497,117.4,1.0,1.0,1.0,11.959000000000001,0.064,0.05,0.545,0.061,0.02,0.050166,0.17300000000000001,0.266,0.21100000000000002,3067.0,0.002,0.401,0.316,0.106,0.636,0.005,0.012,0.067,0.008,0.02,0.43,0.001,0.003,0.003,0.7559999999999999,0.0002,0.414,0.109,0.7909999999999999,0.004,0.011000000000000001,0.067,0.009000000000000001,0.013000000000000001,0.544,0.003,0.037000000000000005,5.6,53.2,0.8,12.7,0.19,2.3,23.1,5.3,48.3,0.6,11.1,0.17,2.4,20.5
г683863?:97,2070-11-02 21:51:00,Р65,8.0,45.55,16.6166667,41.3333333,,0.46361199999999997,0.084384,0.112072,0.12131800000000001,0.0390011,1583.0,1579.0,8.9963415,11460.782347,113.7,1.0,1.0,1.0,12.295,,0.05,0.51,0.059000000000000004,0.02,0.048864,0.135,0.17800000000000002,0.14400000000000002,3174.0,0.002,0.42,0.348,0.126,0.685,0.006999999999999999,0.011000000000000001,0.08199999999999999,0.01,0.02,0.462,0.002,0.003,0.003,0.79,0.0001,0.415,0.125,0.7909999999999999,0.006,0.012,0.08199999999999999,0.011000000000000001,0.016,0.555,0.003,0.037000000000000005,4.6,48.6,0.4,13.9,0.14,2.2,22.2,5.2,54.5,0.2,13.5,0.07,2.2,25.5
г683863?:;9,2070-11-03 18:08:00,Р65,17.0,44.0666667,26.7166667,44.0666667,4.2242125,0.349842,0.160564,0.11781099999999999,0.130867,0.038872699999999996,1575.0,1632.0,9.615888,14045.165315,117.5,1.0,1.0,1.0,14.122,0.153,0.05,0.35600000000000004,0.048,0.02,0.04872,0.147,0.187,0.27399999999999997,6254.0,0.002,0.517,0.292,0.1,0.693,0.005,0.01,0.062,0.011000000000000001,0.016,0.456,0.002,0.003,0.004,0.768,0.0003,0.41600000000000004,0.1,0.7959999999999999,0.005,0.01,0.062,0.012,0.01,0.557,0.003,0.036000000000000004,4.4,59.6,0.4,6.7,0.09,2.8,21.1,5.1,62.0,0.5,5.0,0.09,2.8,21.9
г683863?:;;,2070-11-03 19:56:00,Р65,28.0,48.3666667,24.3333333,48.3666667,3.4990870000000003,0.43111700000000003,0.157634,0.1635575,0.106429,0.039544499999999996,1572.0,1603.0,10.2039405,13714.5205479,113.4,1.0,1.0,1.0,16.4,0.075,0.05,0.455,0.038,0.02,0.049443,0.08900000000000001,0.262,0.26899999999999996,5562.0,0.002,0.43200000000000005,0.28800000000000003,0.114,0.634,0.009000000000000001,0.011000000000000001,0.083,0.008,0.02,0.466,0.002,0.002,0.003,0.762,0.0001,0.414,0.113,0.7809999999999999,0.008,0.013000000000000001,0.083,0.008,0.012,0.5589999999999999,0.003,0.037000000000000005,4.7,57.7,0.4,12.0,0.09,2.3,25.2,5.2,47.1,1.0,5.3,0.07,2.3,20.8
г683863?:;=,2070-11-03 21:50:00,Р65,36.0,44.7,23.4166667,44.7,3.6163347000000003,0.43887200000000004,0.142984,0.1418925,0.100094,0.0396605,1550.0,1590.0,7.743651400000001,14000.2846975,113.6,1.0,1.0,1.0,11.452,,0.05,0.46799999999999997,0.038,0.02,0.049588,0.08900000000000001,0.22699999999999998,0.244,5464.0,0.002,0.43200000000000005,0.299,0.11699999999999999,0.654,0.006,0.012,0.073,0.006999999999999999,0.023,0.479,0.002,0.002,0.003,0.758,0.0002,0.415,0.115,0.778,0.005,0.013000000000000001,0.07200000000000001,0.008,0.016,0.5670000000000001,0.003,0.037000000000000005,5.2,58.6,0.3,10.1,0.11,2.6,23.0,5.0,50.4,0.6,6.7,0.14,2.4,20.9
г683863?:<6,2070-11-04 00:50:00,Р65,22.0,44.85,16.65,44.85,2.2030568,0.477842,0.101964,0.125352,0.155178,0.0401524,1587.0,1579.0,10.9711387,12493.693693700001,115.3,1.0,1.0,1.0,16.219,0.08800000000000001,0.05,0.524,0.036000000000000004,0.02,0.050203,0.18,0.198,0.174,3467.0,0.002,0.385,0.336,0.098,0.665,0.008,0.011000000000000001,0.073,0.009000000000000001,0.019,0.435,0.001,0.002,0.003,0.773,0.0003,0.41600000000000004,0.098,0.782,0.006999999999999999,0.012,0.073,0.01,0.015,0.568,0.003,0.038,5.0,52.7,1.4,13.0,0.21,2.2,23.7,5.1,59.4,0.8,5.2,0.1,2.3,25.3
г683863?:<7,2070-11-04 01:42:00,Р65,22.0,44.716666700000005,18.5,44.716666700000005,3.6304079,0.447036,0.10079199999999999,0.1286,0.110035,0.03963169999999999,1548.0,1577.0,9.465237,13890.810810799998,114.4,1.0,1.0,1.0,13.977,0.047,0.05,0.486,0.039,0.02,0.049552,0.11,0.205,0.172,4283.0,0.002,0.42,0.33799999999999997,0.109,0.6709999999999999,0.006,0.01,0.071,0.008,0.02,0.475,0.002,0.002,0.003,0.762,0.0001,0.41200000000000003,0.10300000000000001,0.773,0.005,0.013000000000000001,0.069,0.008,0.015,0.573,0.003,0.037000000000000005,4.7,47.1,0.7,9.1,0.09,2.6,18.3,5.4,59.9,0.4,5.4,0.07,2.3,25.9
г683863?:<8,2070-11-04 02:33:00,Р65,25.0,43.033333299999995,18.8666667,43.033333299999995,2.9322196,0.43081499999999995,0.09669,0.0459175,0.097052,0.0395733,1551.0,1579.0,8.1602341,12851.2367491,114.4,1.0,1.0,1.0,11.617,0.040999999999999995,0.05,0.47,0.039,0.02,0.049479,0.127,0.071,0.165,4041.0,0.002,0.442,0.34,0.08800000000000001,0.74,0.005,0.009000000000000001,0.064,0.009000000000000001,0.016,0.485,0.002,0.003,0.003,0.772,0.0001,0.41600000000000004,0.087,0.779,0.005,0.01,0.064,0.01,0.012,0.564,0.003,0.037000000000000005,5.4,59.5,0.4,10.9,0.13,2.6,23.0,5.8,49.2,0.3,4.5,0.05,2.6,19.1
г683863?:<9,2070-11-04 03:28:00,Р65,22.0,43.85,14.0,43.85,2.5834248,0.438571,0.115442,0.10433699999999999,0.15035,0.0407306,1577.0,1578.0,8.1933216,13285.714285700002,118.8,1.0,1.0,1.0,11.655,0.048,0.05,0.474,0.042,0.02,0.050926,0.182,0.16399999999999998,0.19699999999999998,3100.0,0.002,0.45,0.32899999999999996,0.095,0.6920000000000001,0.006,0.009000000000000001,0.064,0.011000000000000001,0.019,0.447,0.002,0.003,0.003,0.767,0.0002,0.41700000000000004,0.094,0.789,0.005,0.01,0.064,0.012,0.015,0.5670000000000001,0.003,0.037000000000000005,5.7,57.5,1.0,11.4,0.26,2.7,21.4,6.0,56.2,0.9,9.3,0.13,2.5,22.4
г683863?:<:,2070-11-04 04:19:00,Р65,22.0,45.7333333,22.283333300000002,45.7333333,3.616693,0.417283,0.094346,0.0876985,0.069761,0.038387199999999996,1532.0,1571.0,8.529504300000001,13449.5138369,110.6,1.0,1.0,1.0,12.953,0.040999999999999995,0.05,0.452,0.046,0.02,0.047996,0.067,0.14,0.161,4995.0,0.002,0.426,0.34,0.11699999999999999,0.71,0.008,0.009000000000000001,0.077,0.008,0.018000000000000002,0.496,0.002,0.003,0.003,0.772,0.0001,0.41600000000000004,0.115,0.7809999999999999,0.006999999999999999,0.01,0.077,0.01,0.015,0.562,0.004,0.037000000000000005,4.8,59.2,0.9,11.8,0.2,2.7,21.8,5.6,59.6,0.7,6.0,0.08,2.3,25.5
г683863?:<;,2070-11-04 05:13:00,Р65,20.0,45.033333299999995,24.3,45.033333299999995,2.9383535,0.447821,0.094068,0.086538,0.072714,0.0397181,1543.0,1577.0,5.527320400000001,12911.111111100001,115.2,1.0,1.0,1.0,8.205,0.04,0.05,0.489,0.043,0.02,0.04966,0.07200000000000001,0.138,0.165,5229.0,0.002,0.423,0.34700000000000003,0.111,0.713,0.006999999999999999,0.011000000000000001,0.075,0.01,0.02,0.493,0.003,0.003,0.004,0.767,0.0002,0.41700000000000004,0.11199999999999999,0.784,0.005,0.012,0.07200000000000001,0.011000000000000001,0.016,0.57,0.004,0.037000000000000005,5.1,50.1,1.2,7.5,0.16,2.6,19.1,5.5,57.9,0.7,5.7,0.08,2.3,24.9
г683863?:<<,2070-11-04 06:09:00,Р65,18.0,45.55,14.883333300000002,45.55,2.5511887000000004,0.43573,0.10886400000000002,0.091925,0.119065,0.0389079,1580.0,1585.0,10.346185,12831.802911499999,114.5,1.0,1.0,1.0,15.594000000000001,0.042,0.05,0.47100000000000003,0.043,0.02,0.048647,0.14,0.145,0.192,3183.0,0.002,0.44799999999999995,0.331,0.095,0.6990000000000001,0.006,0.011000000000000001,0.061,0.011000000000000001,0.018000000000000002,0.465,0.002,0.003,0.003,0.768,0.0003,0.41700000000000004,0.094,0.782,0.005,0.013000000000000001,0.061,0.011000000000000001,0.013000000000000001,0.5670000000000001,0.003,0.037000000000000005,5.5,58.3,0.9,12.0,0.16,2.5,23.3,5.1,60.2,0.6,6.5,0.1,2.3,26.2
г683863?:<=,2070-11-04 06:57:00,Р65,23.0,49.55,24.6666667,49.55,3.5679642999999994,0.402115,0.115101,0.099506,0.07518899999999999,0.0390526,1525.0,1573.0,6.790716400000001,13701.8918919,113.5000001,1.0,1.0,1.0,11.216,0.039,0.05,0.4280000000000001,0.048,0.02,0.048828,0.06999999999999999,0.159,0.203,5633.0,0.002,0.47200000000000003,0.321,0.1,0.6920000000000001,0.006,0.011000000000000001,0.065,0.01,0.019,0.49200000000000005,0.003,0.004,0.003,0.774,0.0002,0.415,0.1,0.779,0.006,0.013999999999999999,0.065,0.011000000000000001,0.015,0.57,0.005,0.038,5.6,58.8,0.5,11.3,0.13,2.6,23.0,7.1,57.3,0.4,4.4,0.06,2.7,21.2
г683863?:<>,2070-11-04 07:56:00,Р65,21.0,42.5,16.55,42.5,2.7346251,0.49563999999999997,0.128142,0.1523555,0.153197,0.0415696,1577.0,1577.0,6.576705900000001,13424.7734139,119.2,1.0,1.0,1.0,9.317,0.079,0.05,0.539,0.075,0.02,0.051975,0.165,0.242,0.226,3703.0,0.002,0.386,0.316,0.109,0.6579999999999999,0.006,0.011000000000000001,0.065,0.01,0.021,0.439,0.002,0.003,0.003,0.79,0.0001,0.41700000000000004,0.10800000000000001,0.7959999999999999,0.005,0.013000000000000001,0.064,0.011000000000000001,0.016,0.573,0.004,0.038,5.3,54.4,0.8,10.4,0.28,2.3,23.4,5.6,58.0,0.2,8.0,0.07,2.3,25.4
г683863?:<?,2070-11-04 08:47:00,Р65,22.0,40.6833333,18.6166667,40.6833333,2.7175355,0.3734,0.077112,0.039216,0.073363,0.0389367,1558.0,1572.0,9.713068400000001,13165.6222023,111.4,1.0,1.0,1.0,13.172,0.159,0.05,0.402,0.076,0.02,0.048683,0.094,0.061,0.136,4085.0,0.002,0.496,0.35200000000000004,0.092,0.7490000000000001,0.005,0.01,0.065,0.012,0.018000000000000002,0.496,0.002,0.003,0.003,0.767,0.0002,0.418,0.092,0.789,0.004,0.012,0.065,0.012,0.015,0.574,0.004,0.038,5.0,59.1,0.4,12.0,0.15,2.7,22.2,6.4,59.2,0.8,7.2,0.05,2.7,22.1
г683863?:=6,2070-11-04 09:43:00,Р65,14.0,41.8833333,15.05,41.8833333,1.4772726999999999,0.43340500000000004,0.090153,0.1063625,0.10550799999999999,0.0403547,1589.0,1577.0,7.7614148,11912.2923588,115.2,1.0,1.0,1.0,10.728,0.078,0.05,0.47100000000000003,0.075,0.02,0.050456,0.113,0.16899999999999998,0.159,2988.0,0.002,0.431,0.34700000000000003,0.113,0.693,0.008,0.01,0.078,0.01,0.021,0.474,0.002,0.003,0.003,0.782,0.0006,0.419,0.111,0.79,0.006999999999999999,0.013000000000000001,0.078,0.01,0.015,0.57,0.003,0.038,4.8,50.0,0.6,9.7,0.09,2.6,19.4,5.3,49.8,0.4,7.1,0.06,2.5,20.0
г683863?:=7,2070-11-04 10:33:00,Р65,15.0,40.3666667,20.45,40.3666667,2.0,0.303535,0.118503,0.06642100000000001,0.080001,0.039342199999999994,1532.0,1575.0,9.420644099999999,13725.1833741,113.5,1.0,1.0,1.0,12.675999999999998,0.08,0.05,0.307,0.075,0.02,0.04919,0.092,0.105,0.209,4678.0,0.002,0.544,0.321,0.102,0.727,0.006,0.011000000000000001,0.066,0.012,0.018000000000000002,0.493,0.003,0.004,0.004,0.772,0.0009,0.41600000000000004,0.1,0.78,0.005,0.012,0.066,0.013000000000000001,0.013999999999999999,0.5589999999999999,0.004,0.039,5.2,58.6,0.6,10.8,0.09,2.7,21.6,5.2,52.0,0.8,6.4,0.08,2.6,20.1
г683863?:=8,2070-11-04 11:29:00,Р65,8.0,44.7,18.2,44.7,2.3327961,0.42673999999999995,0.151956,0.139742,0.113293,0.040094,1570.0,1578.0,7.7167785,13104.3956044,115.2,1.0,1.0,1.0,11.498,0.08,0.05,0.45,0.073,0.02,0.05013,0.11,0.223,0.268,3975.0,0.002,0.442,0.293,0.098,0.664,0.006999999999999999,0.011000000000000001,0.067,0.009000000000000001,0.021,0.466,0.002,0.003,0.003,0.759,0.0002,0.41700000000000004,0.09699999999999999,0.785,0.006,0.012,0.067,0.01,0.013999999999999999,0.5660000000000001,0.004,0.038,4.8,59.8,0.4,10.4,0.11,2.8,21.7,5.1,60.0,1.0,6.8,0.08,2.7,22.0
г683863?:=:,2070-11-04 13:28:00,Р65,6.0,42.533333299999995,18.8166667,42.533333299999995,2.0,0.356205,0.14798699999999998,0.131138,0.11341099999999998,0.0395509,1590.0,1589.0,7.8912226,12745.0841453,113.1,1.0,1.0,1.0,11.187999999999999,0.145,0.05,0.364,0.111,0.02,0.049479,0.114,0.209,0.261,3997.0,0.002,0.488,0.295,0.094,0.67,0.006999999999999999,0.009000000000000001,0.067,0.009000000000000001,0.017,0.474,0.002,0.002,0.004,0.7609999999999999,0.0004,0.41700000000000004,0.094,0.784,0.006,0.01,0.067,0.01,0.012,0.561,0.003,0.037000000000000005,4.2,62.9,0.2,8.4,0.09,2.7,23.6,5.2,57.7,0.7,11.1,0.1,2.3,24.9
г683863?:=;,2070-11-04 14:17:00,Р65,9.0,50.8666667,20.033333300000002,50.8666667,2.3043732000000006,0.43361000000000005,0.138348,0.090347,0.130456,0.040552,1586.0,1584.0,6.6155308,12731.7803661,116.2,1.0,1.0,1.0,11.217,0.081,0.05,0.46299999999999997,0.077,0.02,0.050817,0.158,0.142,0.244,4251.0,0.002,0.42,0.307,0.102,0.708,0.005,0.011000000000000001,0.062,0.01,0.018000000000000002,0.457,0.002,0.003,0.004,0.7809999999999999,0.0003,0.419,0.102,0.7879999999999999,0.004,0.012,0.062,0.011000000000000001,0.013000000000000001,0.5670000000000001,0.004,0.038,4.9,59.6,1.0,12.7,0.18,2.7,22.2,5.8,60.4,0.6,8.1,0.07,2.7,22.3
г683863?:=<,2070-11-04 15:08:00,Р65,18.0,52.8833333,25.1666667,52.8666667,2.8863636,0.401685,0.125307,0.08964950000000001,0.100621,0.0398593,1545.0,1590.0,8.6084489,13258.013245,114.0,1.0,1.0,1.0,15.17,0.081,0.05,0.426,0.075,0.02,0.049949,0.113,0.142,0.221,5561.0,0.002,0.45399999999999996,0.316,0.098,0.7070000000000001,0.006,0.01,0.063,0.009000000000000001,0.019,0.474,0.002,0.003,0.003,0.7859999999999999,0.0001,0.418,0.09699999999999999,0.7859999999999999,0.005,0.013000000000000001,0.064,0.01,0.013000000000000001,0.568,0.004,0.038,4.5,52.2,0.7,7.6,0.11,2.9,18.0,5.3,62.1,0.9,4.8,0.09,2.8,22.2
г683863?:==,2070-11-04 16:00:00,Р65,29.0,40.5166667,17.8333333,40.5166667,3.4319593,0.4516,0.12474,0.1336925,0.143789,0.0393398,1561.0,1580.0,9.300616999999999,13902.056074799999,115.8,1.0,1.0,1.0,12.561,0.162,0.05,0.486,0.078,0.02,0.049298,0.159,0.212,0.22,4132.0,0.002,0.435,0.317,0.106,0.667,0.006999999999999999,0.011000000000000001,0.071,0.009000000000000001,0.018000000000000002,0.43799999999999994,0.002,0.003,0.004,0.774,0.0002,0.418,0.10400000000000001,0.785,0.006,0.013000000000000001,0.071,0.01,0.012,0.5670000000000001,0.004,0.037000000000000005,4.9,56.0,0.3,11.9,0.19,2.3,24.9,5.2,58.7,0.3,8.5,0.06,2.3,25.4
г683863?:=>,2070-11-04 16:50:00,Р65,29.0,42.6833333,20.0166667,42.6833333,2.0,0.32815,0.131544,0.0664995,0.10965499999999999,0.0395712,1549.0,1583.0,7.422803599999999,13797.502081600001,116.5,1.0,1.0,1.0,10.561,0.081,0.05,0.335,0.076,0.02,0.049588,0.13699999999999998,0.10400000000000001,0.23199999999999998,4603.0,0.002,0.499,0.312,0.10400000000000001,0.727,0.006,0.011000000000000001,0.07200000000000001,0.011000000000000001,0.016,0.47200000000000003,0.002,0.003,0.003,0.785,0.0002,0.419,0.106,0.785,0.006,0.011000000000000001,0.07400000000000001,0.013000000000000001,0.013999999999999999,0.565,0.004,0.037000000000000005,5.9,59.7,0.6,10.2,0.09,2.7,21.7,5.6,61.2,0.3,5.9,0.06,2.8,21.8
г683863?:=?,2070-11-04 17:48:00,Р65,23.0,43.7333333,16.033333300000002,43.7333333,,0.38405500000000004,0.119637,0.0721635,0.11526199999999999,0.0381859,1584.0,1582.0,9.2373476,12311.8503119,113.2,1.0,1.0,1.0,13.466,0.08199999999999999,0.05,0.406,0.075,0.02,0.047852,0.14300000000000002,0.113,0.21100000000000002,3290.0,0.002,0.473,0.32,0.102,0.72,0.006,0.01,0.067,0.01,0.016,0.47100000000000003,0.002,0.003,0.004,0.782,0.0003,0.418,0.102,0.78,0.006,0.012,0.068,0.011000000000000001,0.012,0.564,0.003,0.036000000000000004,4.3,51.3,0.7,10.6,0.21,2.8,18.4,5.2,59.5,0.8,8.8,0.08,2.6,22.5
г683863?:>6,2070-11-04 18:41:00,Р65,22.0,46.2,21.1833333,46.2,2.0,0.40663,0.11793599999999999,0.051767499999999994,0.110615,0.0404083,1545.0,1572.0,8.019480499999998,13765.538945700002,117.2,1.0,1.0,1.0,12.35,0.081,0.05,0.435,0.08199999999999999,0.02,0.050637,0.145,0.08,0.20800000000000002,4860.0,0.003,0.46399999999999997,0.325,0.096,0.742,0.006,0.009000000000000001,0.062,0.012,0.016,0.474,0.003,0.003,0.004,0.79,0.0005,0.42,0.094,0.787,0.005,0.011000000000000001,0.062,0.013000000000000001,0.013999999999999999,0.574,0.004,0.038,4.1,60.3,0.4,8.5,0.18,2.5,24.1,5.2,62.1,0.9,5.1,0.09,2.8,22.5
г683863?:>7,2070-11-04 19:39:00,Р65,22.0,41.3666667,16.3666667,41.3666667,2.0032895,0.4017112,0.144585,0.107678,0.10918499999999999,0.0391379,1606.0,1593.0,14.374566,12031.7718941,115.0,1.0,1.0,1.0,19.781,0.19,0.05,0.418,0.07400000000000001,0.02,0.049045,0.11800000000000001,0.171,0.255,3282.0,0.003,0.449,0.302,0.094,0.7020000000000001,0.005,0.01,0.068,0.009000000000000001,0.013999999999999999,0.46799999999999997,0.002,0.003,0.005,0.77,0.0002,0.42100000000000004,0.094,0.799,0.004,0.011000000000000001,0.068,0.01,0.006999999999999999,0.565,0.003,0.037000000000000005,4.9,57.6,0.7,8.4,0.09,2.8,20.6,4.8,57.4,0.4,6.9,0.06,2.3,25.0
г683863?:>8,2070-11-04 20:28:00,Р65,25.0,43.85,21.1666667,43.85,3.4974358999999997,0.42194499999999996,0.159327,0.15732100000000002,0.10263,0.037752600000000004,1546.0,1573.0,9.828648,13498.582677200002,115.3,1.0,1.0,1.0,14.257,0.08800000000000001,0.05,0.442,0.069,0.02,0.047309,0.086,0.252,0.281,4762.0,0.002,0.44,0.287,0.098,0.653,0.006,0.012,0.061,0.008,0.017,0.47,0.002,0.004,0.004,0.768,0.0002,0.41700000000000004,0.099,0.7909999999999999,0.005,0.013000000000000001,0.062,0.009000000000000001,0.012,0.557,0.004,0.036000000000000004,4.8,60.1,0.4,9.3,0.13,2.8,21.4,5.7,53.3,0.5,6.2,0.06,2.7,19.8
г683863?:><,2070-11-04 23:58:00,Р65,21.0,53.7,30.183333299999997,53.7,3.0819741,0.39899999999999997,0.11793599999999999,0.063729,0.096334,0.0388203,1533.0,1575.0,9.24738,12660.6294865,115.2,1.0,1.0,1.0,16.373,0.209,0.366,0.152,0.06,0.02,0.048647,0.11800000000000001,0.1,0.20800000000000002,6369.0,0.002,0.465,0.321,0.098,0.737,0.005,0.01,0.062,0.015,0.019,0.47200000000000003,0.003,0.037000000000000005,0.004,0.7659999999999999,0.0009,0.414,0.09699999999999999,0.7879999999999999,0.004,0.011000000000000001,0.062,0.016,0.016,0.5539999999999999,0.004,0.037000000000000005,3.9,47.1,0.5,10.8,0.07,2.5,18.5,4.4,57.4,0.3,11.5,0.11,2.3,25.4
г683863?:?6,2070-11-05 03:45:00,Р65,5.0,41.0166667,16.3833333,41.0166667,3.0,0.41113,0.10886400000000002,0.082299,0.101764,0.037579400000000006,1594.0,1593.0,13.8546358,12806.917599200002,112.2,1.0,1.0,1.0,18.596,0.087,0.05,0.441,0.049,0.02,0.047092,0.11800000000000001,0.13,0.192,3497.0,0.002,0.446,0.32799999999999996,0.11800000000000001,0.721,0.006999999999999999,0.011000000000000001,0.08,0.01,0.018000000000000002,0.467,0.002,0.003,0.004,0.784,0.0004,0.418,0.11699999999999999,0.7959999999999999,0.006,0.012,0.08,0.011000000000000001,0.012,0.5589999999999999,0.004,0.037000000000000005,5.1,56.0,0.6,13.6,0.1,2.6,21.9,5.3,50.1,0.5,9.2,0.07,2.3,21.5
г683863?:?8,2070-11-05 05:32:00,Р65,8.0,43.8666667,20.9,43.8666667,3.0,0.41478999999999994,0.145152,0.12723800000000002,0.104369,0.0383295,1559.0,1588.0,12.4954528,13627.7511962,115.1,1.0,1.0,1.0,18.167,0.087,0.05,0.43700000000000006,0.049,0.02,0.048032,0.102,0.203,0.256,4747.0,0.002,0.455,0.295,0.102,0.674,0.006,0.01,0.065,0.008,0.015,0.466,0.002,0.003,0.004,0.759,0.0004,0.41200000000000003,0.10300000000000001,0.782,0.005,0.012,0.065,0.009000000000000001,0.012,0.547,0.003,0.036000000000000004,4.8,61.0,0.9,7.8,0.1,2.8,22.0,6.0,56.4,0.5,6.9,0.08,2.8,20.4
