#,химшлак последний Al2O3,химшлак последний CaO,химшлак последний R,химшлак последний SiO2
2316,4.8373193992,55.2989072399,2.39,22.8994197786
2317,3.7956472077,57.1230853199,2.58,26.8169494783
2318,4.4007086055,55.0862959463,2.1,24.643802989
2319,4.4795038402,55.079124736,2.09,24.1638729091
2320,4.2614914092,55.4263526472,2.4,24.8642431765
2321,4.6562771639,56.1692134556,2.39,23.2438696295
2322,4.7131287649,55.8713340586,2.4,23.0371408003
2323,3.9499743693,56.6649798382,2.26,25.0751542169
2324,4.0085750906,55.3301460993,2.09,25.3588433499
2325,4.5736284767,59.0172554442,2.66,23.5450897353
2326,5.2024335912,58.5721809209,2.68,21.7193449662
2327,3.5367849381,55.4343881582,2.14,25.1014004064
2328,4.5735890211,56.2769872825,2.1,24.0156729396
2329,3.7536153227,56.022363833,2.23,25.7288428303
2330,4.4658942743,56.5808289363,2.2,24.2968986801
2331,3.9538907179,55.6316104032,2.12,25.2030754197
2332,4.0543905229,56.6181231705,2.17,25.1182637815
2333,4.4167170111,55.794972133,2.09,24.6594935916
2334,3.7762993888,56.1164860125,2.16,25.5169887119
2335,4.0888097689,55.6214690627,2.14,24.7312136528
2336,3.8822694814,54.8390317625,2.09,25.3304170165
2337,3.9376915431,55.0391326905,2.19,24.7131980111
2338,4.3924541509,53.8246330468,2.09,23.800435549
2339,3.5386228945,54.8881928925,2.1,26.7390895113
2340,3.7955462341,55.2629474663,2.09,24.9443270065
2341,3.8307397903,54.7046857121,2.09,25.17106926
2342,3.9877679692,53.72464087,2.09,25.041517384
2343,3.57677489,53.9190220884,2.09,26.0434631759
2344,3.4757875464,54.2194307895,2.09,26.7896735865
2345,4.0331865907,55.8501859912,2.12,25.316777844
2346,3.5855856064,55.3608971271,2.1,25.677952949
2347,3.6953026567,56.8795728009,2.29,25.788631739
2348,3.9538214177,55.1754870774,2.13,24.6993992781
2349,3.5073171695,55.6141763974,2.25,25.9651955109
2350,3.5910816786,54.7665728596,2.18,25.7409731936
2351,3.5816862718,55.0430651537,2.34,25.3928767449
2352,4.2189148215,55.8215715225,2.54,23.7343313759
2353,3.8066219687,56.9296798205,2.47,24.8413516155
2354,3.5496993521,58.0229311957,2.62,25.64606725
2355,3.8170322604,57.3044206432,2.68,24.9065738444
2356,3.415669705,55.4008555068,2.21,27.0022115692
2357,3.6424857843,54.8846958409,2.3,25.8259820876
2358,3.8849810668,52.5082765781,2.09,25.6681536569
2359,4.0865533987,57.0382808813,2.68,24.6012234834
2360,3.6060056287,57.1408092409,2.66,26.4090778769
2361,3.5446420144,56.9440829276,2.34,26.3189231979
2362,3.9398287448,55.2316875349,2.16,25.1690550018
2363,4.2727073167,57.0121395615,2.54,24.1204883699
2364,3.8415749406,59.3349650086,2.68,25.353941944
2365,4.003568924,57.1613855919,2.42,24.8983251849
2366,6.5759545879,59.5902491665,2.54,20.5597201363
2367,4.3907594567,55.7843673716,2.18,24.3962235102
2368,4.2510100833,58.0034443703,2.68,23.982368132
2369,12.2573945079,63.7876952124,2.35,13.7511604839
2370,4.0243669691,57.6609570939,2.59,25.0589956182
2371,5.0499300302,56.887467036,2.49,22.5308471927
2372,4.1364268036,55.8041009413,2.23,24.5694832537
2373,4.2802768332,57.5285775529,2.68,23.5750552086
2374,5.0698271917,58.5556277444,2.67,22.8100800209
2375,4.4739123398,57.5897197264,2.54,24.1112982869
2376,4.2303891285,55.6008716794,2.36,23.9825931194
2377,3.9385875771,56.1129791513,2.25,25.0791596612
2378,3.6109591079,55.7644567984,2.09,26.3910603886
2379,3.9523083931,57.6654629175,2.68,24.3299957728
2380,4.1595545117,55.2709306679,2.32,24.4416527414
2381,4.1384008171,55.5311033275,2.14,24.7176696162
2382,3.9544789478,56.2247614744,2.12,25.6869278692
2383,3.9329249898,55.6669038356,2.33,24.7713519018
2384,3.8784798637,55.5333312513,2.39,25.0408604544
2385,4.2037367845,56.18263567,2.15,24.90351868
2386,3.8603849557,54.8445422229,2.15,25.3958442335
2387,3.6775104222,55.2158752075,2.2,25.8219831089
2388,3.4450088935,54.4543442101,2.09,26.0124646264
2389,3.892959385,55.3821461364,2.27,24.5243996043
2390,4.0652785029,54.9423663934,2.15,24.8242965942
2391,3.3470741578,55.9291984886,2.21,27.165049606
2392,3.6028765719,55.0195183259,2.1,26.4597394882
2393,3.858536295,56.3146235554,2.4,25.1233242726
2394,3.6297248861,58.4876053889,2.59,25.9881848044
2395,3.5944288754,56.3971357433,2.29,26.0652886933
2396,3.8307173821,56.2790230897,2.48,24.7763496081
2397,3.7103122283,55.516697465,2.21,25.8876186135
2398,3.2612552522,57.466465385,2.3,26.8628911459
2399,3.7809393947,56.4147102733,2.46,25.1272236786
2400,3.6281314233,58.3241061177,2.5,25.8947066826
2401,3.8116954693,57.6162611222,2.45,25.3875480801
2402,4.149014545,58.5207573911,2.61,24.4213673667
2403,3.6833095373,56.9787764541,2.39,25.4132315745
2404,4.6354003707,57.1476746994,2.65,23.093047606
2405,4.7077657666,57.2939212448,2.54,23.3699865778
2406,3.815269163,55.5618203344,2.32,25.3257814112
2407,4.090440171,55.0547141147,2.18,24.3718894781
2408,3.808576083,59.3147863261,2.68,25.1484513077
2409,4.566084795,56.3009751293,2.68,23.1206627651
2410,4.5588729926,58.3915117792,2.68,23.4927858593
2411,4.0780021156,58.0485736922,2.68,24.6743266009
2412,4.7115220307,57.559560584,2.68,23.0670776098
2413,3.4779668701,57.4279461172,2.6,28.1370816011
2414,4.3457220116,60.3115856687,2.68,25.6834649665
2415,3.4750505831,52.2268114888,2.13,25.6494554127
2416,3.8991130763,57.4932112534,2.41,25.4167892377
2417,4.9115945579,57.266348831,2.68,22.4102288128
2418,4.2391574169,62.3670955961,2.66,26.4077456845
2419,3.934663344,58.9255013922,2.68,24.7350331119
2420,3.4103742182,55.8879103023,2.39,26.1722063439
2421,4.1351370387,58.6883727703,2.66,24.6684151789
2422,3.9698423271,58.5241050894,2.68,24.7907370824
2423,4.4608762187,57.4631595644,2.67,23.6496957204
2424,4.3454238491,58.710119699,2.68,24.0829618937
2425,3.9721219334,58.6173267806,2.68,24.9491461774
2426,4.0640201716,58.3227974644,2.61,24.8610014692
2427,4.1867555938,58.3735829921,2.58,24.9463816605
2428,4.3155185919,58.9275832058,2.62,24.0976702246
2429,4.1542907903,58.2787550509,2.61,24.4706872728
2430,3.7900112903,57.7703466675,2.67,25.3481575852
2431,4.2994872389,56.4920338041,2.65,23.6378890789
2432,4.3292005029,57.7862943323,2.5,23.7819852189
2433,4.3706648243,59.457706165,2.68,24.3481765445
2434,4.2048901519,59.5550330789,2.59,24.5481940775
2435,3.7803485456,58.0768293567,2.55,25.4857044236
2436,5.6588233698,54.7711567787,2.48,21.2340943316
2437,4.4758767524,57.9555805029,2.67,23.8808770267
2438,3.2808060144,53.8759760878,2.2,31.4821720719
2439,3.510681007,59.2048177169,2.46,29.0946254666
2440,4.5998156676,58.4986606703,2.68,22.987442413
2441,4.0167402487,57.0297834638,2.56,23.6018441128
2442,4.5563741379,58.8485425046,2.59,23.0060883949
2443,4.4697407614,58.2233290127,2.68,23.3871694925
2444,4.3783453071,58.3846290857,2.57,24.0263666454
2445,4.8923617083,57.7750497742,2.59,22.7446337152
2446,4.2046834848,57.4825661223,2.53,24.7708269782
2447,4.5641705185,55.2033457862,2.57,23.8124772258
2448,3.5927151058,56.020836692,2.25,25.8295500438
2449,4.6999303373,56.5471073735,2.57,23.0594939705
2450,4.392628317,58.0444361635,2.68,23.7425841565
2451,4.5593193229,61.0141148307,2.66,25.0895298431
2452,4.4463602028,57.7825711092,2.59,23.9576894363
2453,4.1283389762,57.8911169498,2.52,24.6092494365
2454,4.4288665106,58.2742865496,2.56,23.9245363637
2455,4.418211251,55.5363839103,2.5,23.59502688
2456,4.7702963722,58.5218656642,2.68,23.5945248757
2457,4.2290305196,57.7490953178,2.52,24.6528428779
2458,5.0459175775,59.874266411,2.68,22.6671266691
2459,4.9199361883,59.6771805902,2.54,23.0748259202
2460,5.8648123155,57.327928646,2.45,21.9279579275
2461,5.6529207661,58.2293539805,2.56,22.178289155
2462,4.4980158956,59.2119909672,2.6,23.4221548504
2463,4.8229497827,58.0715223527,2.67,23.2638981424
2464,5.1910622331,57.4837456808,2.5,22.7471325548
2465,5.264478853,57.2802158346,2.4,22.7495709584
2466,5.6306158451,58.5752861497,2.47,22.388661271
2467,4.7286477245,59.7469161999,2.58,23.5838276838
2468,4.6662796782,56.1444445869,2.23,23.8665849207
2469,4.67533565,56.3883008614,2.4,23.6852004442
2470,4.9228458702,56.9386051942,2.47,23.5465709706
2471,4.2761609217,56.4933726286,2.38,25.0300270928
2472,3.4874783207,56.1724461977,2.23,26.8151884644
2473,3.3658305456,55.3089997917,2.23,27.1574878328
2474,3.7978256908,55.9642455333,2.4,25.8222161641
2475,3.9110544319,56.0955001794,2.16,26.0377600887
2476,5.1602201814,56.7664789059,2.2,23.7661474775
2477,3.4352142995,57.0039459758,2.37,26.7630897161
2478,4.7389122218,56.7459912555,2.39,23.7521720724
2479,4.9935894213,57.51526146,2.59,23.3505149254
2480,4.8393479936,58.0068314125,2.59,22.993243375
2481,4.8395257957,55.8635026825,2.49,22.9201547364
2482,4.4818647885,56.5706376796,2.48,23.5065946656
2483,4.7436061403,57.5372455932,2.61,22.9821807312
2484,4.6936153121,56.3211174786,2.23,24.1433204088
2485,4.2230734252,56.1351747678,2.42,24.5687330888
2486,4.8675298147,56.5467261128,2.54,22.8452018749
2487,4.6411743371,58.0765038617,2.59,23.1346888477
2488,4.7333422163,56.4341454879,2.41,22.87451572
2489,5.0001594789,57.4568319243,2.42,23.0759530112
2490,4.4391120309,56.4672017417,2.4,23.6050596466
2491,4.8879968595,56.5449729649,2.38,22.8461000784
2492,3.7792504008,56.7115088929,2.56,25.0277338115
2493,3.543170087,56.6943557993,2.34,25.6973861891
2494,4.081897761,56.1744975122,2.43,24.690536093
2495,6.477180426,58.2900894261,2.55,20.3655177686
2496,4.0505497033,58.2496390831,2.55,24.399188778
2497,3.5104325419,58.0717307127,2.56,25.7982671185
2498,3.63797655,53.9822081593,2.12,27.5221375854
2499,3.6225593736,54.0851176268,2.11,25.7182795669
2500,3.9098958486,53.3534521532,2.09,25.4159763296
2501,3.5759118651,54.2217467463,2.14,25.9958527056
2502,3.1801268931,54.9609062227,2.1,27.4059533663
2503,4.1045020527,56.4918205248,2.18,27.5218349678
2504,3.2268532286,55.1845194586,2.13,27.6007332499
2505,3.5067695564,55.0867908319,2.11,26.4487309082
2506,3.511424123,57.0214769618,2.26,25.7173135637
2507,3.816813794,55.1672219183,2.21,25.1530787553
2508,3.4259142786,55.3731063487,2.11,26.1900308788
2509,3.5473307198,54.8319957963,2.1,26.3801416724
2510,3.9097683255,56.6099216835,2.54,24.1812276031
2511,3.6752499312,55.4570526782,2.22,25.158771837
2512,3.9545122712,57.8119993626,2.2,26.1404440127
2513,3.3861948581,53.972818226,2.14,25.802695022
2514,3.5298428064,54.9143027736,2.18,25.1816138679
2515,3.3780705318,54.7867999902,2.14,25.798822779
2516,3.4297840583,54.9739967628,2.2,26.4298876361
2517,3.7471961165,54.81341126,2.17,25.6058820629
2518,3.8450024157,55.7841782292,2.32,24.695144382
2519,3.3844288785,55.8186564138,2.2,27.1421955723
2520,3.6218966903,57.7921720551,2.45,25.273073377
2521,3.5564326104,55.9270176379,2.33,25.6691999334
2522,3.9367859514,56.8528049553,2.32,24.6994622156
2523,3.4297404364,56.1333115199,2.25,26.3127637513
2524,3.429819766,55.9483956421,2.27,25.8014751328
2525,3.3808263642,55.460101707,2.29,25.959962482
2526,3.6095948305,57.3391095674,2.23,26.9556012322
2527,4.2301895846,56.6500019426,2.48,24.2928897989
2528,3.2472880041,56.2674425788,2.51,26.5843706033
2529,2.9426340326,59.1799167009,2.2,28.8025369838
2530,3.426703294,57.443649813,2.42,26.3642842657
2531,3.5662729838,56.947537523,2.5,25.894124188
2532,3.3735881395,56.7733401036,2.24,26.9424294184
2533,3.3500489965,55.5637396128,2.18,26.6975115468
2534,3.4712967487,56.5120937499,2.41,26.414379081
2535,3.6178997551,58.6616398391,2.56,25.7390994185
2536,3.2469285501,56.0065020813,2.18,26.7221341018
2537,4.2033998707,57.1238649751,2.51,24.3761700151
2538,3.4351761158,56.9524419233,2.38,26.9592376101
2539,3.6285676039,55.6188053991,2.21,25.6051493328
2540,3.2242590719,56.2925776715,2.31,26.8266486741
2541,3.6347375903,55.3404900993,2.23,25.6857221578
2542,4.1429406557,56.1270884582,2.39,25.4855484477
2543,3.5635351416,55.6311791042,2.12,26.4054581334
2544,3.7417506596,57.0349157693,2.31,25.1783854127
2545,3.7388991416,56.3217516496,2.35,24.9564991896
2546,3.6424080448,55.7860901867,2.25,25.4592693006
2547,4.5028181536,57.1636233609,2.48,23.6642160039
2548,3.935924242,56.5854445252,2.28,24.8795316659
2549,3.7062104493,58.7026736783,2.58,26.0588711553
2550,3.511664972,55.7915674808,2.17,25.805414303
2551,3.5270255981,57.2742663865,2.33,25.8284346879
2552,4.1850706238,56.8928235492,2.33,24.3527142737
2553,3.7432514365,56.8013524023,2.32,25.4944094539
2554,3.9780240623,56.8756886243,2.46,24.2624389379
2555,3.88293604,59.5256268933,2.56,25.3058943719
2556,3.480728059,55.2321271479,2.13,25.6756722617
2557,3.6152737703,56.8577723703,2.17,26.3965229639
2558,3.2653231314,56.1596990988,2.23,26.5955309455
2559,3.418867266,56.1357593683,2.23,26.2378587044
2560,3.8059264965,55.2094196001,2.19,25.0038130496
2561,3.8669123795,55.8955757415,2.22,25.5403933908
2562,3.4921737679,55.780197947,2.32,25.8758359561
2563,3.2493284324,55.7396574114,2.32,26.7082490958
2564,3.2016138847,56.693954203,2.32,26.6993543539
2565,3.5645785443,55.7573183296,2.35,26.4022674225
2566,3.5672964216,56.9557845957,2.32,26.1964870634
2567,3.6705357727,57.2305538099,2.61,25.312391463
2568,3.4341254259,57.4673519476,2.49,26.3263400395
2569,3.5256471551,56.0861697843,2.53,25.5556713888
2570,3.7914758397,57.3071347553,2.65,25.5333316982
2571,4.1264938654,57.2439475097,2.53,25.0379654956
2572,3.5783762037,57.5038839891,2.53,26.116147768
2573,3.3703043782,56.6665233743,2.47,26.5570395924
2574,3.6841490369,56.7866309608,2.64,25.297550163
2575,3.973875016,56.8011238847,2.68,24.7534607766
2576,4.3470722625,57.607670426,2.68,24.1779923367
2577,3.9781628939,56.3450652768,2.66,24.4327519437
2578,4.0533090621,58.1923181604,2.55,24.3783091352
2579,3.5817498363,54.7672566508,2.33,25.3818333368
2580,4.2941207744,57.0487214956,2.42,24.4435674337
2581,4.4942542008,56.4892536668,2.64,23.8488519538
2582,3.9110606475,56.3880970765,2.61,24.5771053113
2583,3.85447848,55.1973240485,2.51,24.586637043
2584,4.472530273,56.1130809119,2.47,23.3933528236
2585,4.1664274519,54.5676561401,2.34,23.5539372761
2586,3.7333109663,54.7339928105,2.11,25.6648910853
2587,3.8966453019,56.2733911977,2.31,25.6372130795
2588,3.9147046845,58.2516533322,2.56,25.2959156772
2589,4.0324303326,56.7142888276,2.31,25.076846353
2590,4.5506343594,58.2596697476,2.45,24.2637512662
2591,3.8143079546,54.3816766321,2.1,24.441546851
2592,3.9451387838,55.126897375,2.09,24.9046621655
2593,4.2820522649,56.741650711,2.28,24.6342400453
2594,4.1460756724,58.0376902243,2.56,24.8091501227
2595,3.7898569696,55.3806908619,2.26,25.9097643488
2596,5.1326409928,59.9216056713,2.67,23.3265184027
2597,3.8637802863,55.5343324047,2.25,25.473108902
2598,4.6766340557,57.6120280722,2.47,24.1041083979
2599,3.8988754189,55.7925685491,2.29,24.9635325823
2600,3.6067929332,58.3096235389,2.35,26.0052239224
2601,4.1184552948,56.0869225619,2.38,24.6638227636
2602,3.6067419349,55.2535361151,2.11,25.7775342737
2603,4.3092514665,57.2145964402,2.45,24.5617693794
2604,4.0738205748,55.8905859572,2.18,24.5213187101
2605,3.8434755242,58.4049389379,2.51,25.4146591325
2606,4.3021652511,57.2821938412,2.41,24.3782829489
2607,3.3045884071,57.6626979499,2.37,26.2749562962
2608,4.5469187221,57.9951702367,2.39,24.5315207464
2609,4.085244976,56.8065766838,2.39,24.2962744696
2610,3.7506971761,56.5803605121,2.42,25.5128121336
2611,4.1338571755,57.4375577026,2.31,24.3142384248
2612,3.7560969489,56.4415199851,2.2,25.5147672449
2613,4.3714418346,57.2091083292,2.34,24.0691673821
2614,3.9603891956,56.8287342792,2.54,24.365401641
2615,3.6376401117,55.726041885,2.22,25.6053845536
2616,3.7355319884,56.8260735498,2.35,25.3776828552
2617,3.5567392214,55.3571471028,2.31,26.4961478225
2618,4.1531559137,55.4772690868,2.36,23.7786850241
2619,4.3458356997,55.1636386225,2.11,23.791317361
2620,4.5364544769,56.4769614684,2.41,23.0511984616
2621,4.1434323339,56.0334446455,2.55,23.3761985774
2622,3.9265660307,54.4080652235,2.33,24.0260865575
2623,4.3083746825,55.1264097112,2.47,24.1484847768
2624,4.2093513634,56.0977916941,2.42,24.0999064573
2625,4.1915373032,55.4111812735,2.16,25.0236669754
2626,3.4555170902,57.9511804228,2.67,26.3580911702
2627,3.2953364587,57.3030672205,2.52,27.3210676666
2628,3.8415276306,57.9891567266,2.65,25.2052951005
2629,3.8197925552,53.7903995107,2.1,25.1984988439
2630,3.8231268965,56.7259610186,2.53,24.9339737403
2631,4.0127201032,56.8410281584,2.5,24.7809167601
2632,3.8755750263,57.9010541931,2.68,25.0359346215
2633,3.7924715918,57.2649331256,2.43,25.386527798
2634,4.2416261998,56.2626397272,2.42,24.2563050063
2635,4.0441422237,57.3769174226,2.54,24.5012909681
2636,3.8980545653,56.8764524845,2.35,25.3973432863
2637,3.8446080679,57.8627768179,2.53,25.1844912536
2638,3.4166492524,55.8656260429,2.22,26.8075429096
2639,4.3110070673,55.4515125398,2.33,23.7245022965
2640,4.4865243488,54.3014558977,2.11,23.2786105173
2641,3.6628785474,55.4104324917,2.23,25.2571957959
2642,3.8085141301,56.0843853003,2.19,25.3067473925
2643,3.8376459258,56.13114544,2.21,25.1076251204
2644,4.4829950758,57.327253619,2.34,23.9376399967
2645,3.5797428442,54.4022986583,2.1,25.6409116399
2646,3.7591450205,53.0829288225,2.14,25.0996395508
2647,4.0411231032,58.0468712561,2.12,24.7225603242
2648,4.1131048694,58.2875911939,2.5,24.304518059
2649,3.8085503726,54.9862907581,2.21,25.1231323854
2650,3.7275443161,54.854142951,2.1,25.390035682
2651,3.7161787589,56.5706133597,2.47,24.6110192364
2652,3.8131227057,55.9976403838,2.33,25.0191328205
2653,3.9799153348,58.374525667,2.51,25.0935254702
2654,3.7327868604,55.162948223,2.15,25.0892437893
2655,3.852598814,55.1079711186,2.11,25.5194600411
2656,3.8271939547,57.5482064432,2.47,24.9823237096
2657,3.9607667449,55.0168781581,2.33,24.565566704
2658,3.996279586,55.4278240545,2.32,25.1667262356
2659,3.8657832885,54.3244473543,2.16,25.1623556288
2660,3.5972139598,53.8900753017,2.13,25.6487657951
2661,3.3203125858,55.2062558189,2.32,26.5639144547
2662,3.8687246917,55.5924361765,2.25,25.1897101618
2663,4.2623389228,55.0729034352,2.2,24.0102313417
2664,3.6715111385,55.5792525933,2.25,25.5578465716
2665,3.5356736472,55.797758211,2.3,25.3854901688
2666,3.3037163196,56.1471991473,2.25,26.0458241777
2667,3.7039220619,55.6712627519,2.26,25.6999460235
2668,4.5053299899,55.7851614048,2.41,23.236068607
2669,3.9451583048,55.5841726672,2.18,25.5375527699
2670,3.3063000053,53.9741417545,2.26,27.1096236162
2671,3.4959615714,56.9059312074,2.4,25.2558201522
2672,3.6483880985,55.8346289753,2.31,25.2878982018
2673,4.2071969672,57.0668001012,2.59,23.6722113756
2674,4.0505169434,57.9605233651,2.51,24.1078372212
2675,3.9158346068,56.4399046368,2.25,25.1315394857
2676,3.351573806,56.6238480455,2.4,26.1847848622
2677,3.5914688252,55.4524468909,2.3,25.6043944215
2678,4.0882334193,56.3842202694,2.48,24.8861376874
2679,4.7649315174,57.5491035333,2.57,23.5868724914
2680,3.7291825687,54.4634074733,2.15,25.1955822479
2681,3.5085835696,54.8353753117,2.15,26.0836646073
2682,4.0657994708,56.066719443,2.26,25.1834518874
2683,4.541451127,57.2194161202,2.42,23.7760606291
2684,4.088807196,56.3301436444,2.55,23.946217972
2685,3.9045569861,56.6411762086,2.57,24.4399361776
2686,4.2703966039,56.9148235388,2.47,24.2876743973
2687,4.1915667858,56.3393044129,2.55,23.5765213052
2688,3.9071995905,54.9506839447,2.22,25.089567333
2689,3.7117784025,55.2899618068,2.22,25.4635787505
2690,3.5731106816,56.5828249268,2.25,25.8504078308
2691,3.3095300618,56.2756450692,2.24,26.559974392
2692,3.5602138712,54.5577743427,2.14,26.2217116498
2693,3.8795227486,56.3641200219,2.35,24.7441418821
2694,3.6589564941,55.0607267991,2.16,25.9213370055
2695,3.659989076,56.2173910163,2.31,25.368382439
2696,3.6449453991,57.1133788826,2.55,24.9764676351
2697,3.9193851643,54.950717002,2.2,24.1799412295
2698,3.8639193656,54.8807316693,2.09,24.9102006869
2699,3.9857131493,55.9369333357,2.15,24.7399802331
2700,3.4278889011,55.1959161331,2.26,25.940869426
2701,3.2819187683,56.2076490966,2.34,26.4434124139
2702,3.9797075247,56.6225663535,2.42,24.2629687186
2703,4.1286143648,56.1794789136,2.33,23.9959720454
2704,3.5393849715,56.2476909349,2.29,25.8663609548
2705,3.4671152383,54.8030180209,2.11,25.9290706267
2706,3.5033487782,55.2714462374,2.23,25.6001946584
2707,3.7396336142,55.9158390925,2.25,25.225765437
2708,4.8872046017,57.109884248,2.52,22.7155109864
2709,4.2560983918,56.3139995356,2.55,23.7827973563
2710,4.4195056698,53.6848875238,2.41,22.9053783172
2711,4.1671963635,56.5535986536,2.68,23.8084340953
2712,4.0631397123,56.4598779656,2.65,24.1927134757
2713,4.7315941924,56.6026601922,2.68,22.6316100545
2714,5.0827001045,57.7430722669,2.59,21.3017914465
2715,4.3443750016,58.45460193,2.68,23.2943179927
2716,4.799243361,58.2871546976,2.66,23.0465478104
2717,4.6910446588,57.9324989583,2.68,22.7646054124
2718,4.8138548747,56.917251595,2.64,23.3479003873
2719,4.3617173529,57.5300506821,2.68,23.6130207476
2720,4.2226287307,59.9163992542,2.55,25.0081125986
2721,4.2738216023,58.1237381306,2.68,24.0191561665
2722,3.6150396803,56.9991829309,2.38,25.5537699936
2723,4.0974593611,58.2645788269,2.66,24.3372214565
2724,4.1353973704,54.9693572419,2.55,24.1544574307
2725,4.1267030986,59.0478024816,2.66,24.4022564613
2726,4.67293216,57.0471583915,2.68,23.2510607287
2727,4.1701959545,58.527753803,2.68,24.1988014842
2728,5.5999031466,59.2645159392,2.67,22.0724176487
2729,3.9657455134,55.1887551199,2.22,24.7410701623
2730,4.436571575,58.8109423473,2.68,23.935859725
2731,4.4651022099,57.6114161746,2.59,23.4952640029
2732,4.7282858041,57.7514078531,2.68,23.1816478468
2733,5.2195537713,56.4527900486,2.43,22.7676106446
2734,4.12927899,55.5020770755,2.23,26.0237867914
2735,5.2027981137,55.9708338609,2.59,24.3977775809
2736,6.1721346826,58.0433564078,2.56,21.1389129801
2737,5.0130047266,56.1123714405,2.4,22.6028236095
2738,3.8923051758,54.298977029,2.12,24.8409094186
2739,4.1408470584,55.020286318,2.17,24.5729622433
2740,4.1271439971,54.6652754415,2.28,23.8696885568
2741,4.7291318969,57.7530067169,2.57,22.7011569892
2742,5.0623373194,56.0417096404,2.5,22.3740517341
2743,4.4499790377,55.6727448516,2.48,23.4036925566
2744,4.4183921986,55.6097567741,2.36,24.1852738878
2745,3.9678743668,54.5203037843,2.22,24.5047584805
2746,4.5253071133,57.1873712444,2.68,23.0747217766
2747,5.1962505926,57.2105196352,2.68,21.9280399226
2748,4.036716108,54.9890424266,2.2,24.7686610949
2749,4.041184076,54.0603354537,2.19,24.0620157183
2750,4.3602647908,56.6911057907,2.53,23.9087747514
2751,3.9632475099,54.4867696516,2.39,24.4820186112
2752,4.9189692811,57.7234539756,2.68,22.2535677289
2753,4.788800329,56.4478575388,2.55,22.6971723196
2754,3.5913239861,53.9494313731,2.09,25.172605983
2755,4.3458044707,56.6977700438,2.52,23.8063814332
2756,3.7651871109,56.2742086313,2.42,24.8569473525
2757,3.8210824603,57.1134435255,2.54,24.9777539567
2758,3.6243495504,54.6863137409,2.1,25.7184453219
2759,4.021858843,55.5907280439,2.16,25.0931816858
2760,3.8746642186,55.7611599436,2.4,25.0217819419
2761,4.3209470143,58.1987355508,2.68,23.6047220975
2762,3.8569574288,57.9371237729,2.68,24.7300339776
2763,4.3369946421,57.3876931711,2.66,23.3123637551
2764,4.5333466769,57.3694109301,2.59,23.2485606026
2765,4.7843078665,57.5111247683,2.63,22.9130911392
2766,4.6140868871,56.9056064633,2.54,23.2485490566
2767,4.2231816841,54.9033077816,2.37,24.1011469881
2768,4.6091333837,55.8121692699,2.68,22.7208234056
2769,4.3187683926,58.5809341836,2.55,23.8978743327
2770,4.5222779742,56.2397331334,2.53,23.3838976856
2771,4.0488999595,55.126125349,2.39,24.6272963438
2772,4.1350330919,57.5000642527,2.57,24.0606086243
2773,4.6079868509,57.1616405125,2.47,23.8559626764
2774,4.6451110126,57.9252629935,2.53,23.8526802939
2775,4.5115889795,57.6611383577,2.68,23.6030640847
2776,5.2403362337,59.0315563293,2.59,22.4010559731
2777,3.9326098116,55.5621476791,2.5,24.2863817121
2778,4.2622674823,55.7873561861,2.16,24.8377618177
2779,4.6529801418,56.8719792289,2.55,22.8095408432
2780,4.8252726255,57.3497358283,2.5,22.060175314
2781,4.7579938144,58.6167117871,2.68,22.7163706952
2782,4.9762422033,56.9009639531,2.53,22.3739018764
2783,4.2620584711,56.8300808603,2.55,23.4445843824
2784,5.5448230983,60.5328187533,2.67,21.5522974162
2785,4.6040737614,59.4142750832,2.66,24.4387491937
2786,5.1150015583,56.5296642342,2.52,22.8447540186
2787,4.3849520537,56.4950201943,2.65,23.4951269303
2788,4.0084896041,55.0749540223,2.21,24.6474277338
2789,5.0970746732,55.5693898997,2.38,21.9463530926
2790,4.7140289629,56.8263611583,2.4,23.4369984343
2791,5.5646106492,58.6569554829,2.67,21.8644371857
2792,4.6719331367,58.1803072916,2.68,23.2808829924
2793,4.2163941428,57.5534741173,2.53,24.4199249025
2794,4.8001644748,58.0363852997,2.68,23.5648992389
2795,5.0350258088,57.8964714058,2.68,22.6681639336
2796,4.3008003842,57.3982911699,2.54,23.8265871713
2797,4.8565709794,57.6341787907,2.68,22.69375066
2798,4.8752519564,57.0473086454,2.68,22.5651998294
2799,4.8937204516,57.1582331761,2.68,22.3382125488
2800,5.6490194165,58.4201121231,2.59,21.0415983994
2801,4.6793975686,58.8754032492,2.59,23.2343187049
2802,5.1000491016,56.5626507317,2.48,22.1763203078
2803,4.9537370416,55.6960129816,2.49,22.0946825638
2804,5.1401626863,58.2152521909,2.59,22.056967951
2805,6.1721114182,57.8355653341,2.68,20.8477606311
2806,4.9111429299,58.0297739431,2.68,22.9330901899
2807,4.5469462882,56.3741087004,2.58,22.7310756721
2808,5.3386618664,57.4865496584,2.58,22.1114209135
2809,5.2496230419,56.2647845262,2.65,21.5838802324
2810,4.3457552254,58.357991701,2.68,23.6082179946
2811,4.5079794974,57.6988785224,2.67,23.7328797647
2812,3.5120288252,55.0768690084,2.18,25.7503460346
2813,4.2099219714,56.7277722899,2.57,23.7086983107
2814,4.0219422607,56.6590551262,2.52,24.2360998694
2815,4.1779480736,57.2173723951,2.51,24.2373861216
2816,4.4417120662,55.9294267033,2.67,22.8848366915
2817,4.0047294467,56.3979630385,2.33,24.9496721612
2818,4.2873350147,56.3036307158,2.65,23.1506626513
